country_code,country_name,adm_div_name,adm_div_code,area,pop_gpw,builtup_fraction,builtup_km2_2020,builtup_volume_2020,burned_area_pixels_2020,cloud_fraction_mean,co2_emissions_2020,cropland_area_km2,elevation_mean_m,et_mean_mm_2020,et_total_mm_km2_2020,forest_area_km2,forest_fraction,forest_loss_pixels,gdp_per_capita_2020,gdp_total_2020,ndvi_mean_2020,nightlights_per_km2,nightlights_sum_2020,pm25_annual_2019,pm25_total_2019,pop_ghsl,pop_wp,precip_annual_mm,precip_total_mm_km2,ruggedness_mean,soil_organic_carbon_g_per_kg,temp_annual_mean_C,travel_time_to_city_min,tree_cover_km2_2000,tree_cover_pct_2000,urban_area_km2,urban_fraction,water_area_km2,water_occurrence_pct
JPN,Japan,Akita,JPN002,11673.830595185776,973260.0361476298,0.0156103454229626,182.232528,915752875.0,3.0,8009.728830645161,6279266.985473633,1292.6382338712565,310.71927111850306,149.89598362582987,1749860.319746679,8793.33400276847,0.753251808056457,2336.729411764706,32559.90322580645,31689252590.511715,5445.835326657539,3.901134561502112,45541.184,12.59674072265625,147052.2172477671,984105.6714386424,969649.1206422128,1635.9453485534464,19097748.861995082,87.91541101046423,15.550662269531715,9.4480860221551,39.88781982977152,8187.515475514269,70.13563721655132,249.65447585108757,0.0213858230865577,10226.694508406732,87.60358842815627
JPN,Japan,Aomori,JPN003,9574.479523121798,1239675.7355974452,0.0209894050652766,200.962629,1160061950.0,0.0,7908.021237864078,5814562.188598633,1343.1073439039274,236.03060901034587,154.41046369000657,1478399.8227557098,6454.96614165577,0.6741845471670195,2702.0627450980396,31566.44660194175,39132157911.45961,5406.216968645323,6.0831219973208235,58242.727,11.894733910421722,113885.88625831525,1243942.1998070488,1236072.5241436616,1336.7180835485735,12798379.91912243,76.84459177424925,14.541843185157957,8.99506697225691,33.373958378250634,6324.446235398917,66.05524843544505,329.2424271056335,0.0343875013060013,8599.572818984185,89.8176532543281
JPN,Japan,Tiba,JPN038,5173.734815292069,6382514.275338685,0.1077775098468245,557.612255,5051588138.0,0.0,7193.923076923077,72246678.09375,1218.2909177345348,50.49692672765902,174.58962525064,903280.4225480314,997.7632667411772,0.1928516443850343,223.6392156862745,30029.57692307692,191664203393.9196,5584.137682507398,30.20183399005134,156256.28,14.963128896859976,77415.26091938726,6177557.519313127,6508246.641300168,1599.4220403629463,8274985.494571252,20.11363765768076,8.651689174102573,14.995930935407452,10.003356261268737,1591.1988293321133,30.755322530814457,1523.2427033274164,0.2944183955515366,4575.936125559959,88.44550965454995
JPN,Japan,Ehime,JPN004,6791.654416224119,1288509.890911078,0.0268943243878344,182.656957,1327734197.0,1.0,7090.9085820895525,18490616.40527344,46.858208698507376,345.1116930207355,170.8629092238917,1160441.8319993448,4516.19091157953,0.6649618244401703,576.3294117647058,33256.55737704918,42851403117.97965,7206.473543980751,5.1987160765505696,35307.883,16.49771528101679,112046.78084592582,1342523.8657035918,1327501.4973784063,1867.3253206155575,12682228.26028577,121.83280968456133,11.355525053109758,13.731120724002508,23.533694909821175,4002.578245142624,58.9337737147099,497.97250669700946,0.0733212375334406,6616.255853867811,97.41743982236036
JPN,Japan,Hukui,JPN009,4202.133490964066,771667.6006590012,0.0286431347930325,120.362276,795541029.0,0.0,7477.894817073171,10494577.605957031,164.22384801735586,376.8567747382693,164.09936718271464,689567.4466844948,3267.6160019510116,0.7776088049028983,90.7764705882353,41600.29268292683,32101598041.34635,6295.377095449947,5.692206126110557,23919.41,15.264335818407012,64142.7767598505,776835.4112646674,764293.4638903213,2277.3845342236805,9569873.823064929,125.895304890263,11.743135003506296,12.2331288164539,24.35880075066387,2903.125674190077,69.08694548692296,307.91934652459287,0.0732769073583022,3731.875747112943,88.80907175218664
JPN,Japan,Hukuoka,JPN010,4968.175654575733,4897332.461686029,0.0916432392201481,455.29971,4785325101.0,0.0,7136.403590425532,27493557.197265625,510.9674203895147,167.60209343112797,167.44181282962512,831880.33805817,2138.8355334103853,0.4305072288336866,849.9803921568626,33891.10638297872,165976015451.81628,5983.60785387086,24.496412458345944,121702.48,18.208275328291226,90461.91019782842,5055075.968877616,5032346.918890855,1891.5387779998257,9397496.906544665,81.85683565769038,6.995162494267747,15.050209931002351,6.369888791516356,2171.8550977170216,43.71534439843576,1519.9999864347749,0.3059473118738951,4253.30345038751,85.61097163443046
JPN,Japan,Hukusima,JPN011,13793.183185184313,1912793.7456807897,0.023473730367605,323.777463,1910673482.0,0.0,7623.521582733813,19216146.252716064,1847.940890729187,547.3087217572198,152.28958276727892,2100558.112304366,9597.791659317443,0.6958358727249219,2096.843137254902,37631.8417266187,71981951493.12563,5963.311929869561,4.758810139671388,65639.14,13.51399593216052,186401.0214561257,1944042.611302196,1897726.0340062953,1502.0114721097684,20717519.381058395,98.42305046337788,12.67408258814433,10.07106386788456,25.943112060633833,9096.13904029463,65.94662680957559,501.81398729598527,0.0363813037613391,11997.38361157118,86.98052835590514
JPN,Japan,Gifu,JPN005,10630.068540156632,2021981.7876089292,0.0270587294816973,287.636149,2202996498.0,0.0,7299.492406542056,8726624.432769775,136.84687111390818,726.9950323207423,155.135223753964,1649098.0614971726,8631.900424548416,0.8120267890973755,644.0666666666666,35042.04672897196,70854380286.52235,6614.7091452917575,6.005323461353654,63837.0,15.807151723130842,168031.10624153586,2056551.9602576743,2028682.127548316,2055.755871609196,21852825.81703519,142.6018170323577,12.84305547163558,10.629909329119288,29.20171716594291,7847.039310429774,73.81927294999501,909.082571134704,0.0855199162357714,8009.824742416562,75.35064061118968
JPN,Japan,Gunma,JPN006,6376.137552195371,1966080.044994985,0.0496662693374555,316.678965,2500140327.0,0.0,7182.767578125,6503968.3712768555,379.1674727064161,772.1559463577508,145.9784448038116,930778.6437246625,4240.594919756444,0.6650726846845333,556.0666666666667,41233.78125,81068914495.31337,5818.656345142573,8.01751304477404,51120.766,14.71295928955078,93811.85223002646,1879916.6510900385,1973901.0696416188,1522.2882826049529,9706319.48398444,137.32378068042152,11.431628231269867,9.9023589635076,25.67481666822402,3932.151271054084,61.669799919862186,1009.5027131382194,0.1583251153028587,4586.306402717609,71.92922619962135
JPN,Japan,Hyoogo,JPN012,10283.196396635423,5560911.53747121,0.0449047380978822,461.764241,4319850129.0,0.0,7318.110436893204,57673274.08886719,256.0871342632937,219.8938540623465,161.83711007609634,1664202.7871764041,5035.192635054023,0.4896524816643098,594.0431372549019,35426.397849462366,197003064532.1205,6425.284631301358,14.03559986924142,144330.83,16.611745297330096,170821.83938333028,5362171.286362311,5580078.323720398,1648.0406337031798,16947125.5060053,74.87931694014806,8.97340115865479,13.5965717646298,17.573047934602297,5080.499494688591,49.40583937841436,1429.3719174626983,0.1390007408523654,10060.010486368124,97.82960568233118
JPN,Japan,Hokkaidoo,JPN008,78074.3246066059,5239579.62966244,0.0089741348199984,700.649515,5163315322.0,0.0,7790.505220417634,37790082.370143175,10842.708763410734,311.64625419003517,146.2440263119752,11417903.582058165,48690.49369300773,0.6236428421039201,17664.003921568627,33028.0,173052836008.49106,5111.9109619955625,5.749102566838241,448857.3,11.301208354480858,882334.2095146249,5338943.501434719,5200620.086410765,1230.239556409109,96050122.47097161,82.61596782761197,16.20890249468181,5.447844576507202,56.85539028788109,51249.84620344557,65.64238174544428,1884.1741426675792,0.024133082830513,66561.68681767365,85.25425887839424
